caseid,score,cohort90,female,sclass
36649,41,8,0,1
36650,38,8,0,2
36651,52,8,0,2
36655,48,8,0,2
36656,32,8,0,3
36657,8,8,0,2
36658,52,8,0,1
36659,33,8,0,1
36662,54,8,0,1
36663,0,8,0,2
36664,45,8,0,1
5528,35,-6,0,2
5531,27,-6,0,4
5535,0,-6,0,3
5536,52,-6,0,2
5537,30,-6,0,3
5540,60,-6,0,1
5541,0,-6,0,2
5546,44,-6,0,1
5549,42,-6,0,3
11937,40,-4,0,2
11938,0,-4,0,3
11940,39,-4,0,3
11942,23,-4,0,2
11943,40,-4,0,1
11944,50,-4,0,3
11951,35,-4,0,1
11952,44,-4,0,4
17618,31,-2,0,1
17621,37,-2,0,1
17622,28,-2,0,1
17623,49,-2,0,2
17624,43,-2,0,3
17626,26,-2,0,3
17628,48,-2,0,2
17630,34,-2,0,2
17632,18,-2,0,3
17635,45,-2,0,2
22203,45,0,0,2
22204,36,0,0,1
22205,20,0,0,3
22207,24,0,0,2
22211,41,0,0,3
22214,38,0,0,1
22217,30,0,0,2
22220,22,0,0,1
30040,39,6,0,1
30042,34,6,0,1
30045,54,6,0,4
30047,41,6,0,1
30049,30,6,0,2
37116,41,8,0,1
37117,40,8,0,1
37118,53,8,0,1
37121,55,8,0,3
37123,53,8,0,1
37124,43,8,0,1
37126,46,8,0,1
37127,42,8,0,1
37128,28,8,0,1
37131,52,8,0,1
37132,46,8,0,2
37137,27,8,0,2
37141,7,8,0,2
37142,47,8,0,1
6232,28,-6,0,3
6233,20,-6,0,3
6234,0,-6,0,3
6240,11,-6,0,2
6243,18,-6,0,3
12624,27,-4,0,3
12626,0,-4,0,2
12629,25,-4,0,3
12630,23,-4,0,2
18208,19,-2,0,2
18209,28,-2,0,2
18211,4,-2,0,4
18212,15,-2,0,2
18213,56,-2,0,2
18215,40,-2,0,3
18216,0,-2,0,4
18219,37,-2,0,4
22712,0,0,0,2
22715,33,0,0,2
22716,35,0,0,2
22719,59,0,0,2
22720,26,0,0,2
22721,47,0,0,2
22722,32,0,0,3
22723,53,0,0,1
30460,48,6,0,3
30466,59,6,0,1
30468,52,6,0,3
30469,55,6,0,1
30470,52,6,0,1
30472,45,6,0,1
30473,51,6,0,1
30474,37,6,0,3
37916,36,8,0,4
37917,22,8,0,2
37918,63,8,0,1
37920,42,8,0,4
37925,38,8,0,3
37926,46,8,0,3
37927,35,8,0,2
37928,37,8,0,3
37929,51,8,0,2
37930,37,8,0,3
37933,52,8,0,1
37936,44,8,0,1
37938,39,8,0,1
37940,40,8,0,2
37941,36,8,0,2
37944,35,8,0,1
863,0,-6,0,3
864,39,-6,0,3
865,41,-6,0,1
867,18,-6,0,3
869,40,-6,0,2
870,0,-6,0,3
871,17,-6,0,2
876,37,-6,0,1
877,47,-6,0,1
880,5,-6,0,2
883,21,-6,0,2
884,35,-6,0,2
885,22,-6,0,3
886,52,-6,0,1
887,0,-6,0,3
7355,0,-4,0,3
7358,22,-4,0,3
7359,32,-4,0,2
7360,16,-4,0,3
7363,6,-4,0,1
7367,0,-4,0,4
7371,5,-4,0,3
13676,5,-2,0,1
13679,29,-2,0,1
13680,36,-2,0,3
13682,35,-2,0,1
13683,21,-2,0,3
13688,24,-2,0,3
19006,32,0,0,3
19009,0,0,0,3
19012,21,0,0,4
19014,27,0,0,2
19015,51,0,0,2
26923,29,6,0,1
26924,29,6,0,3
26925,41,6,0,1
26926,21,6,0,4
26928,38,6,0,3
26929,0,6,0,4
31676,51,8,0,3
31678,25,8,0,1
31679,31,8,0,3
31682,35,8,0,3
31684,48,8,0,4
31687,23,8,0,1
31689,65,8,0,2
1161,34,-6,0,1
1164,0,-6,0,3
1165,28,-6,0,2
1167,16,-6,0,2
1168,37,-6,0,1
1170,32,-6,0,3
1171,26,-6,0,3
7678,31,-4,0,1
7679,48,-4,0,1
7680,47,-4,0,2
7682,41,-4,0,1
7683,55,-4,0,2
7687,33,-4,0,1
7692,46,-4,0,2
7695,36,-4,0,2
7698,31,-4,0,3
7699,28,-4,0,3
7700,8,-4,0,3
13935,37,-2,0,2
13936,48,-2,0,2
13938,35,-2,0,1
13940,36,-2,0,2
13942,38,-2,0,1
13943,41,-2,0,2
13944,55,-2,0,1
13946,26,-2,0,1
13949,14,-2,0,2
13951,38,-2,0,1
13952,16,-2,0,2
13953,29,-2,0,2
13954,28,-2,0,3
13956,23,-2,0,2
19225,0,0,0,3
19227,25,0,0,2
19231,20,0,0,2
19232,22,0,0,1
19238,21,0,0,1
27104,44,6,0,1
27105,44,6,0,2
27107,62,6,0,2
27111,33,6,0,1
27114,55,6,0,1
27115,5,6,0,3
27116,8,6,0,3
31987,42,8,0,2
31988,37,8,0,2
31990,27,8,0,1
31992,39,8,0,4
31994,41,8,0,1
31997,60,8,0,3
31999,31,8,0,1
32000,22,8,0,1
32002,38,8,0,1
32004,37,8,0,1
32007,36,8,0,2
32008,44,8,0,1
32009,38,8,0,1
32010,54,8,0,1
32011,43,8,0,1
32012,54,8,0,1
32017,48,8,0,1
32019,40,8,0,2
2654,41,-6,0,1
2655,55,-6,0,1
2656,39,-6,0,1
2657,50,-6,0,2
2658,45,-6,0,3
2659,35,-6,0,1
2660,19,-6,0,3
2661,31,-6,0,1
2662,6,-6,0,2
2663,0,-6,0,2
9057,35,-4,0,2
9060,52,-4,0,3
9062,27,-4,0,3
9064,22,-4,0,3
9065,23,-4,0,1
9067,25,-4,0,3
9068,41,-4,0,2
9069,33,-4,0,2
9071,29,-4,0,2
9072,53,-4,0,1
9075,38,-4,0,1
9076,15,-4,0,2
9078,23,-4,0,3
15084,37,-2,0,3
15085,54,-2,0,1
15086,36,-2,0,1
15087,49,-2,0,2
15094,33,-2,0,1
15098,28,-2,0,1
15100,35,-2,0,2
15101,30,-2,0,2
20159,56,0,0,1
20162,26,0,0,2
20164,38,0,0,1
20165,22,0,0,2
20167,0,0,0,3
20169,48,0,0,1
20173,48,0,0,2
20174,0,0,0,3
28005,52,6,0,1
28006,52,6,0,1
28008,34,6,0,1
28010,20,6,0,1
33562,43,8,0,1
33563,62,8,0,1
33567,36,8,0,1
33570,44,8,0,1
33575,47,8,0,1
33576,54,8,0,1
33577,38,8,0,1
33578,42,8,0,1
33579,35,8,0,3
2706,20,-6,0,3
2707,37,-6,0,1
2708,17,-6,0,3
2709,4,-6,0,2
2710,32,-6,0,2
2711,28,-6,0,1
2712,29,-6,0,3
9113,46,-4,0,3
9114,32,-4,0,1
9115,49,-4,0,1
9116,9,-4,0,3
9117,47,-4,0,3
9119,0,-4,0,2
9120,44,-4,0,2
9121,28,-4,0,2
9122,24,-4,0,2
9123,37,-4,0,1
9124,0,-4,0,3
9127,55,-4,0,1
9128,22,-4,0,2
9132,45,-4,0,3
15143,39,-2,0,2
15144,46,-2,0,1
15146,4,-2,0,2
15147,40,-2,0,1
15149,42,-2,0,1
15152,12,-2,0,3
15154,21,-2,0,3
20193,46,0,0,1
20198,16,0,0,3
20201,58,0,0,1
28038,51,6,0,1
28039,47,6,0,1
28040,50,6,0,1
28041,54,6,0,1
28043,44,6,0,3
33621,48,8,0,1
33625,52,8,0,1
33626,61,8,0,2
33627,49,8,0,4
33629,41,8,0,2
33631,49,8,0,2
33632,30,8,0,1
33637,21,8,0,3
5035,34,-6,0,3
5036,0,-6,0,4
5042,4,-6,0,3
5045,53,-6,0,1
5047,20,-6,0,3
5051,23,-6,0,3
5053,44,-6,0,2
5054,47,-6,0,4
11465,47,-4,0,2
11466,24,-4,0,3
11467,53,-4,0,2
11468,0,-4,0,3
11470,9,-4,0,2
11472,19,-4,0,1
11474,37,-4,0,1
11478,0,-4,0,3
11480,40,-4,0,1
17182,40,-2,0,1
17183,52,-2,0,1
17184,23,-2,0,3
17189,55,-2,0,3
17194,44,-2,0,2
17195,0,-2,0,4
17196,53,-2,0,2
21842,22,0,0,2
21844,40,0,0,2
21854,45,0,0,1
21855,19,0,0,1
29704,42,6,0,2
29705,50,6,0,3
29709,5,6,0,1
36489,21,8,0,3
36492,51,8,0,1
36493,37,8,0,2
36494,48,8,0,1
36495,43,8,0,1
36502,29,8,0,1
36503,37,8,0,1
36504,39,8,0,1
36505,46,8,0,2
36506,32,8,0,1
36509,36,8,0,2
36510,29,8,0,4
36511,29,8,0,3
5234,37,-6,0,2
5235,17,-6,0,3
5240,0,-6,0,2
5242,45,-6,0,1
5245,0,-6,0,4
5246,0,-6,0,3
5249,5,-6,0,3
11661,0,-4,0,3
11663,25,-4,0,2
11668,31,-4,0,2
17373,55,-2,0,1
17378,38,-2,0,1
17379,0,-2,0,2
17380,45,-2,0,1
22010,44,0,0,1
29845,52,6,0,1
29847,36,6,0,3
29848,44,6,0,1
36760,50,8,0,2
36761,62,8,0,1
36762,56,8,0,1
36763,55,8,0,3
36767,27,8,0,3
36768,49,8,0,2
36769,34,8,0,1
36772,46,8,0,4
36773,33,8,0,1
36774,40,8,0,3
36775,34,8,0,2
36776,53,8,0,2
36777,62,8,0,2
36779,26,8,0,1
36781,53,8,0,1
5778,30,-6,0,2
5779,39,-6,0,4
5789,42,-6,0,2
5792,8,-6,0,1
5793,39,-6,0,2
5798,0,-6,0,3
12193,55,-4,0,1
12194,26,-4,0,2
12196,17,-4,0,2
12197,47,-4,0,2
12198,17,-4,0,2
12200,51,-4,0,1
12201,10,-4,0,3
12202,19,-4,0,3
12204,23,-4,0,1
12206,19,-4,0,3
12207,31,-4,0,3
12208,23,-4,0,2
12210,30,-4,0,2
17836,51,-2,0,2
17837,28,-2,0,1
17838,20,-2,0,1
17839,16,-2,0,3
17840,0,-2,0,3
17842,35,-2,0,3
17843,44,-2,0,2
17845,41,-2,0,2
17846,32,-2,0,3
17847,12,-2,0,4
17848,32,-2,0,2
17851,31,-2,0,1
17852,26,-2,0,3
17853,25,-2,0,1
17856,42,-2,0,1
22384,20,0,0,1
22385,21,0,0,3
22387,17,0,0,1
30205,26,6,0,2
30207,16,6,0,2
30209,36,6,0,1
30214,52,6,0,3
30216,8,6,0,3
30220,31,6,0,1
37404,49,8,0,4
37411,49,8,0,2
37416,27,8,0,1
37420,23,8,0,2
37422,33,8,0,2
37423,22,8,0,1
37424,46,8,0,1
37426,38,8,0,2
37428,56,8,0,1
37431,42,8,0,2
6446,46,-6,0,1
6447,46,-6,0,1
6448,41,-6,0,2
6452,31,-6,0,3
6456,55,-6,0,2
6460,36,-6,0,3
6461,0,-6,0,2
6462,7,-6,0,3
12804,21,-4,0,3
12807,54,-4,0,1
12808,41,-4,0,2
12810,48,-4,0,3
12813,29,-4,0,1
12818,39,-4,0,2
12819,0,-4,0,1
12821,0,-4,0,2
18381,31,-2,0,1
18392,38,-2,0,2
18393,46,-2,0,1
18394,28,-2,0,1
18396,16,-2,0,2
22841,16,0,0,3
22847,21,0,0,3
22848,39,0,0,3
30590,40,6,0,1
30591,51,6,0,2
30594,45,6,0,2
30596,42,6,0,1
30599,33,6,0,1
30601,34,6,0,2
38147,41,8,0,1
38148,28,8,0,2
38153,63,8,0,1
38158,36,8,0,2
38160,44,8,0,1
38161,28,8,0,3
38163,40,8,0,2
38169,40,8,0,1
38172,43,8,0,2
26803,34,6,0,2
1862,30,-6,0,4
14470,15,-2,0,1
19646,40,0,0,2
19647,27,0,0,3
1865,44,-6,0,1
1866,18,-6,0,1
1868,15,-6,0,3
1869,0,-6,0,2
1875,49,-6,0,1
1876,45,-6,0,1
1877,22,-6,0,2
8358,0,-4,0,3
8361,41,-4,0,1
8365,3,-4,0,3
14474,20,-2,0,3
14478,37,-2,0,1
14479,11,-2,0,2
14480,0,-2,0,2
14481,35,-2,0,3
14482,0,-2,0,2
14483,36,-2,0,1
14486,55,-2,0,1
19648,7,0,0,2
19649,20,0,0,2
19650,14,0,0,2
19651,0,0,0,2
19652,0,0,0,2
19654,43,0,0,1
19655,7,0,0,3
19656,39,0,0,2
19661,28,0,0,4
19662,46,0,0,1
27512,41,6,0,2
32750,51,8,0,1
32753,31,8,0,1
32754,29,8,0,4
32755,41,8,0,2
32756,57,8,0,2
32758,55,8,0,1
32761,18,8,0,3
32763,16,8,0,2
2074,41,-6,0,1
2076,43,-6,0,3
2077,29,-6,0,2
2078,19,-6,0,1
2085,5,-6,0,1
2086,0,-6,0,3
2087,17,-6,0,3
2088,0,-6,0,3
2089,27,-6,0,2
2090,18,-6,0,3
8559,25,-4,0,4
8560,49,-4,0,1
14687,53,-2,0,1
19821,18,0,0,3
19822,28,0,0,4
19823,23,0,0,3
19824,45,0,0,2
19825,50,0,0,2
19826,34,0,0,1
19827,17,0,0,2
27669,48,6,0,2
27670,52,6,0,1
33027,31,8,0,4
33029,0,8,0,2
33036,42,8,0,1
2141,4,-6,0,1
2142,20,-6,0,2
2143,31,-6,0,2
2146,34,-6,0,4
2149,5,-6,0,3
2151,0,-6,0,2
2152,26,-6,0,3
2153,42,-6,0,2
2154,54,-6,0,1
2157,28,-6,0,1
2158,50,-6,0,1
2159,25,-6,0,2
2160,0,-6,0,1
8607,19,-4,0,3
8610,11,-4,0,4
8613,20,-4,0,1
8614,24,-4,0,2
14724,38,-2,0,2
14725,7,-2,0,4
14726,43,-2,0,1
14734,42,-2,0,2
14735,31,-2,0,2
19855,36,0,0,3
19856,0,0,0,1
19857,31,0,0,3
27706,61,6,0,1
27708,47,6,0,2
27714,46,6,0,4
27715,46,6,0,2
27718,46,6,0,1
33104,56,8,0,3
33105,57,8,0,1
33106,59,8,0,2
33108,65,8,0,1
33110,46,8,0,3
33113,37,8,0,2
33114,42,8,0,4
33116,42,8,0,2
3944,55,-6,0,1
3945,51,-6,0,1
10400,40,-4,0,2
10401,45,-4,0,2
10403,48,-4,0,1
10404,22,-4,0,1
16229,43,-2,0,2
21068,49,0,0,1
35092,48,8,0,2
35093,44,8,0,4
35094,40,8,0,1
35095,53,8,0,4
5302,4,-6,0,3
5303,35,-6,0,2
5304,41,-6,0,2
5307,18,-6,0,2
11730,3,-4,0,4
11735,48,-4,0,1
11736,4,-4,0,4
17440,6,-2,0,3
17444,46,-2,0,1
22066,24,0,0,2
22067,44,0,0,3
22068,0,0,0,2
22069,22,0,0,1
36878,31,8,0,3
36880,31,8,0,2
36882,35,8,0,4
36884,50,8,0,2
5810,34,-6,0,2
5814,24,-6,0,2
12222,41,-4,0,2
12224,32,-4,0,2
12225,9,-4,0,2
17866,27,-2,0,2
17867,31,-2,0,2
30226,40,6,0,1
30228,39,6,0,2
30229,41,6,0,2
37450,55,8,0,1
5842,5,-6,0,3
5843,27,-6,0,1
5846,0,-6,0,2
5848,50,-6,0,2
5849,20,-6,0,3
5850,23,-6,0,2
5852,56,-6,0,2
5854,56,-6,0,3
5855,18,-6,0,2
5856,36,-6,0,1
5858,26,-6,0,1
5859,28,-6,0,3
5861,7,-6,0,3
5862,21,-6,0,1
5863,5,-6,0,2
5864,47,-6,0,3
5867,35,-6,0,1
5868,37,-6,0,2
5869,35,-6,0,1
5870,42,-6,0,1
5871,0,-6,0,2
5873,53,-6,0,1
5874,0,-6,0,3
5875,0,-6,0,3
12266,24,-4,0,1
12267,8,-4,0,2
12271,24,-4,0,1
12273,20,-4,0,1
12274,51,-4,0,4
12275,0,-4,0,3
12279,47,-4,0,3
12284,53,-4,0,2
12288,50,-4,0,2
12293,52,-4,0,1
17896,9,-2,0,3
17901,32,-2,0,2
17902,51,-2,0,2
17904,52,-2,0,3
17907,46,-2,0,2
17908,33,-2,0,2
17913,50,-2,0,1
17914,48,-2,0,2
17919,36,-2,0,1
17920,31,-2,0,1
17922,31,-2,0,2
17923,53,-2,0,1
17927,36,-2,0,1
22431,43,0,0,1
22434,53,0,0,1
22437,53,0,0,1
22439,32,0,0,1
22441,50,0,0,1
22442,31,0,0,1
22443,47,0,0,2
22444,13,0,0,2
22446,3,0,0,1
22447,26,0,0,3
22448,35,0,0,1
22452,35,0,0,2
22454,32,0,0,2
22455,43,0,0,1
22457,47,0,0,2
30247,27,6,0,2
30249,27,6,0,2
30250,40,6,0,1
30252,39,6,0,1
30253,34,6,0,1
30255,34,6,0,2
30256,44,6,0,1
30257,56,6,0,1
30258,43,6,0,1
30261,32,6,0,2
30262,49,6,0,1
30263,35,6,0,4
30265,38,6,0,1
30266,28,6,0,1
37500,61,8,0,1
37501,36,8,0,2
37508,43,8,0,1
37510,52,8,0,3
37513,31,8,0,3
37514,38,8,0,3
37515,53,8,0,1
37519,52,8,0,1
37520,46,8,0,1
5894,0,-6,0,2
5895,0,-6,0,3
5896,44,-6,0,1
5897,40,-6,0,1
5898,0,-6,0,4
5899,29,-6,0,1
5900,49,-6,0,2
5903,27,-6,0,2
5908,51,-6,0,4
5914,0,-6,0,2
5918,18,-6,0,1
5919,53,-6,0,1
12315,25,-4,0,3
12317,0,-4,0,2
12319,27,-4,0,4
12320,0,-4,0,3
12321,18,-4,0,2
12322,0,-4,0,3
12324,29,-4,0,1
12326,39,-4,0,2
12328,17,-4,0,1
17944,49,-2,0,2
17948,22,-2,0,1
17953,22,-2,0,2
17955,50,-2,0,2
22469,24,0,0,1
22471,0,0,0,2
22473,28,0,0,4
22475,37,0,0,3
30271,35,6,0,1
30272,48,6,0,3
30273,29,6,0,3
30274,57,6,0,1
30275,36,6,0,2
30276,44,6,0,1
30277,31,6,0,1
30278,45,6,0,2
30279,37,6,0,2
30280,39,6,0,3
30281,28,6,0,1
37536,28,8,0,2
37538,51,8,0,1
37539,59,8,0,1
37542,55,8,0,2
37543,24,8,0,3
37545,31,8,0,3
37546,53,8,0,4
37548,44,8,0,1
37549,25,8,0,2
37552,33,8,0,2
37555,41,8,0,2
37557,52,8,0,1
37559,50,8,0,3
37563,43,8,0,2
37564,54,8,0,1
5968,8,-6,0,3
5969,0,-6,0,2
5971,8,-6,0,3
5973,15,-6,0,4
5974,26,-6,0,3
5976,18,-6,0,1
12363,0,-4,0,1
17981,31,-2,0,2
22510,29,0,0,1
22515,31,0,0,4
37599,43,8,0,1
37600,46,8,0,1
37604,43,8,0,2
37605,27,8,0,3
37608,30,8,0,4
1425,44,-6,0,4
1427,25,-6,0,2
1428,0,-6,0,3
1430,0,-6,0,4
1431,20,-6,0,2
1434,42,-6,0,1
1437,33,-6,0,2
1438,0,-6,0,3
1439,0,-6,0,4
1443,25,-6,0,4
1445,6,-6,0,4
1448,0,-6,0,3
1449,7,-6,0,2
1450,5,-6,0,4
1452,0,-6,0,3
7953,3,-4,0,3
7954,0,-4,0,2
7958,33,-4,0,1
7959,16,-4,0,3
7963,14,-4,0,3
7964,55,-4,0,1
7970,34,-4,0,2
14168,16,-2,0,1
14169,43,-2,0,3
14171,12,-2,0,3
14172,43,-2,0,2
14174,6,-2,0,3
14179,8,-2,0,3
14181,22,-2,0,2
14183,4,-2,0,2
14184,49,-2,0,1
14185,42,-2,0,2
14186,3,-2,0,2
14187,24,-2,0,3
14188,24,-2,0,1
14189,34,-2,0,2
19403,11,0,0,3
19404,0,0,0,3
19406,0,0,0,3
19407,32,0,0,1
19408,17,0,0,2
19409,50,0,0,2
19412,0,0,0,3
19415,37,0,0,3
19416,34,0,0,3
19420,31,0,0,2
19421,5,0,0,4
27278,34,6,0,1
27279,24,6,0,2
27283,15,6,0,4
27284,49,6,0,3
27288,28,6,0,4
27289,24,6,0,2
32336,39,8,0,4
32344,16,8,0,4
32345,36,8,0,2
32346,22,8,0,3
32347,42,8,0,2
32348,35,8,0,3
3646,62,-6,0,1
3649,55,-6,0,1
3650,54,-6,0,1
3651,44,-6,0,2
3653,35,-6,0,1
3654,25,-6,0,2
3655,41,-6,0,3
3656,25,-6,0,2
3657,19,-6,0,2
3658,33,-6,0,2
3659,40,-6,0,1
3661,11,-6,0,3
3662,42,-6,0,3
3663,0,-6,0,1
3664,0,-6,0,3
3665,0,-6,0,3
3666,44,-6,0,1
3669,0,-6,0,4
3670,0,-6,0,1
10068,16,-4,0,1
10070,16,-4,0,3
10071,0,-4,0,2
10072,59,-4,0,1
10076,18,-4,0,2
10078,31,-4,0,3
10080,0,-4,0,4
10081,0,-4,0,3
10083,30,-4,0,1
15978,41,-2,0,1
15979,9,-2,0,3
15981,8,-2,0,2
15983,8,-2,0,4
15984,34,-2,0,1
15989,40,-2,0,2
15991,27,-2,0,3
15992,55,-2,0,1
15994,54,-2,0,2
15995,52,-2,0,2
15996,24,-2,0,3
20831,50,0,0,2
20832,0,0,0,2
20834,39,0,0,1
20839,39,0,0,2
20844,49,0,0,2
20845,38,0,0,1
28662,37,6,0,2
28663,32,6,0,1
28664,39,6,0,1
28667,31,6,0,1
28675,40,6,0,1
28676,52,6,0,1
28680,34,6,0,3
28681,22,6,0,4
28682,33,6,0,3
34668,38,8,0,3
34671,35,8,0,2
34673,38,8,0,2
34677,39,8,0,2
34681,46,8,0,1
34682,48,8,0,1
34683,40,8,0,4
34687,46,8,0,1
34689,50,8,0,1
34693,40,8,0,1
34694,35,8,0,1
29624,42,6,0,2
29625,47,6,0,3
29627,52,6,0,2
29629,56,6,0,2
29630,52,6,0,1
29632,60,6,0,1
29633,51,6,0,4
36343,43,8,0,2
36344,50,8,0,1
36347,55,8,0,1
36348,55,8,0,1
36350,54,8,0,2
36351,54,8,0,1
36353,52,8,0,1
36354,51,8,0,1
36355,43,8,0,1
36360,54,8,0,1
36364,41,8,0,2
36365,50,8,0,1
36368,55,8,0,1
36369,54,8,0,1
36370,45,8,0,1
36371,53,8,0,1
36372,47,8,0,1
5270,20,-6,0,2
5271,5,-6,0,3
5272,23,-6,0,2
5275,0,-6,0,1
5277,44,-6,0,1
11687,31,-4,0,1
11688,42,-4,0,2
11691,0,-4,0,3
11693,12,-4,0,2
11696,31,-4,0,1
11697,31,-4,0,2
11699,44,-4,0,2
17400,41,-2,0,3
17407,53,-2,0,1
22034,37,0,0,3
29868,45,6,0,1
29870,57,6,0,2
29871,32,6,0,1
29872,13,6,0,3
29873,39,6,0,2
36817,30,8,0,2
36819,20,8,0,4
36822,25,8,0,4
36823,32,8,0,1
36824,18,8,0,3
36828,40,8,0,2
36830,22,8,0,1
36832,16,8,0,3
36833,47,8,0,1
12461,52,-4,0,1
12464,37,-4,0,1
12468,38,-4,0,1
12469,37,-4,0,1
12470,46,-4,0,1
12472,56,-4,0,1
18043,47,-2,0,1
18045,49,-2,0,1
18047,48,-2,0,1
18049,55,-2,0,2
18050,45,-2,0,1
18053,37,-2,0,4
22578,50,0,0,1
22580,52,0,0,1
22581,38,0,0,1
22583,59,0,0,1
22584,47,0,0,2
22585,50,0,0,1
321,9,-6,0,2
322,0,-6,0,2
323,14,-6,0,4
324,6,-6,0,2
327,10,-6,0,2
13187,20,-2,0,2
13190,1,-2,0,2
385,31,-6,0,1
386,20,-6,0,2
387,42,-6,0,1
388,33,-6,0,1
389,41,-6,0,3
390,24,-6,0,3
391,29,-6,0,3
392,39,-6,0,1
393,10,-6,0,2
6856,27,-4,0,1
6861,33,-4,0,2
6862,32,-4,0,3
6864,42,-4,0,1
6865,32,-4,0,3
6867,45,-4,0,3
6868,13,-4,0,3
6870,39,-4,0,1
13232,2,-2,0,1
13234,11,-2,0,2
13235,0,-2,0,2
13237,40,-2,0,3
13239,24,-2,0,1
13240,52,-2,0,1
13245,35,-2,0,2
13248,10,-2,0,4
13249,29,-2,0,1
13251,8,-2,0,4
13252,28,-2,0,2
18705,31,0,0,3
18710,46,0,0,1
18711,32,0,0,1
18715,44,0,0,1
18719,41,0,0,2
18720,42,0,0,1
18721,22,0,0,2
26614,44,6,0,2
26615,41,6,0,3
26617,53,6,0,2
26620,49,6,0,2
26621,3,6,0,4
26624,36,6,0,1
26625,41,6,0,1
26626,37,6,0,2
26632,23,6,0,3
31050,55,8,0,1
31051,4,8,0,4
31056,46,8,0,3
31057,40,8,0,1
31060,30,8,0,1
31061,46,8,0,1
31064,48,8,0,4
31065,29,8,0,1
31066,44,8,0,2
31067,45,8,0,2
31068,33,8,0,3
31073,39,8,0,2
31074,38,8,0,1
31078,27,8,0,1
31079,39,8,0,1
31080,41,8,0,1
31081,46,8,0,1
761,23,-6,0,3
7242,55,-4,0,2
13589,0,-2,0,2
13590,16,-2,0,3
18933,38,0,0,3
18937,39,0,0,3
31556,49,8,0,3
31557,48,8,0,2
31558,52,8,0,1
3013,16,-6,0,4
9542,33,-4,0,2
15510,54,-2,0,1
15511,26,-2,0,3
5250,0,-6,0,3
5251,0,-6,0,4
5252,12,-6,0,2
5253,0,-6,0,2
5254,11,-6,0,1
5255,16,-6,0,2
5256,0,-6,0,3
5257,0,-6,0,2
5258,0,-6,0,2
11671,0,-4,0,3
17384,6,-2,0,3
17385,11,-2,0,2
17387,14,-2,0,3
17388,9,-2,0,4
22015,0,0,0,2
22016,19,0,0,3
22017,12,0,0,2
22018,12,0,0,2
22019,13,0,0,3
22021,12,0,0,2
36789,42,8,0,2
22294,35,0,0,2
22295,35,0,0,2
30124,48,6,0,1
30126,24,6,0,2
37275,36,8,0,2
37276,54,8,0,1
37278,46,8,0,3
37282,24,8,0,2
5753,0,-6,0,2
12163,52,-4,0,1
30188,33,6,0,2
765,23,-6,0,3
769,55,-6,0,1
7247,35,-4,0,3
7249,27,-4,0,2
7250,37,-4,0,2
7253,60,-4,0,3
7254,39,-4,0,2
13592,56,-2,0,2
13594,14,-2,0,2
13596,32,-2,0,1
18940,0,0,0,3
26866,51,6,0,3
26868,38,6,0,2
31565,18,8,0,3
31569,59,8,0,1
31575,59,8,0,1
1093,48,-6,0,2
1094,7,-6,0,3
1095,0,-6,0,1
1096,0,-6,0,1
7625,35,-4,0,2
7626,38,-4,0,3
7627,0,-4,0,1
19171,44,0,0,3
19172,37,0,0,3
19173,48,0,0,2
19174,50,0,0,1
19175,36,0,0,1
27062,51,6,0,3
27063,56,6,0,1
27064,27,6,0,3
31922,27,8,0,2
1097,4,-6,0,4
1098,41,-6,0,3
1099,0,-6,0,2
1100,12,-6,0,4
1101,0,-6,0,3
1102,0,-6,0,3
1103,0,-6,0,3
1104,62,-6,0,2
1105,20,-6,0,3
7629,53,-4,0,2
7630,21,-4,0,2
7631,63,-4,0,2
7632,18,-4,0,2
7634,12,-4,0,2
7635,0,-4,0,4
7636,41,-4,0,2
7637,51,-4,0,4
7641,37,-4,0,3
7642,14,-4,0,2
7643,4,-4,0,2
7644,6,-4,0,4
13884,15,-2,0,2
13886,39,-2,0,2
13887,0,-2,0,4
13888,27,-2,0,2
13890,14,-2,0,3
13891,0,-2,0,2
13892,45,-2,0,2
19176,6,0,0,4
19177,16,0,0,2
19181,19,0,0,2
19187,42,0,0,1
19189,43,0,0,2
19190,29,0,0,3
19192,20,0,0,3
27070,32,6,0,1
27071,22,6,0,3
27076,9,6,0,3
27077,30,6,0,3
27078,58,6,0,2
31927,26,8,0,3
31930,58,8,0,1
31931,45,8,0,2
31932,56,8,0,2
31936,62,8,0,1
31937,56,8,0,1
31938,55,8,0,1
31940,35,8,0,4
1379,45,-6,0,3
1384,26,-6,0,2
7907,27,-4,0,2
7909,44,-4,0,2
7910,22,-4,0,1
14127,29,-2,0,3
14135,48,-2,0,1
14136,31,-2,0,1
19372,37,0,0,2
19376,36,0,0,2
27240,54,6,0,4
27242,54,6,0,1
27243,27,6,0,3
27244,50,6,0,2
32260,54,8,0,3
32267,44,8,0,1
32268,57,8,0,2
32269,32,8,0,2
32271,54,8,0,2
2169,0,-6,0,3
2170,42,-6,0,2
8620,0,-4,0,2
14740,41,-2,0,2
14741,26,-2,0,2
27722,51,6,0,2
33121,53,8,0,1
2245,30,-6,0,2
2247,19,-6,0,3
2248,46,-6,0,1
2249,13,-6,0,4
2254,48,-6,0,2
2255,43,-6,0,3
2257,51,-6,0,1
2260,0,-6,0,3
2263,0,-6,0,2
2264,0,-6,0,4
2268,4,-6,0,4
2269,0,-6,0,2
2270,0,-6,0,2
2273,0,-6,0,1
